CustomerID,State,PlanType,InternetType,Contract,TenureMonths,MonthlyRecharge,TotalSpend,DataUsageGB,CallMinutes,CustomerServiceCalls,NetworkComplaints,Churn
BSNL284244,Kerala,Prepaid,4G,Monthly,58,617.4,35858.82,6.12,468,0,0,No
BSNL203355,Telangana,Prepaid,4G,Monthly,18,1180.83,21424.7,1.88,507,6,1,Yes
BSNL484625,Karnataka,Prepaid,4G,Monthly,10,359.72,3569.73,6.61,489,2,3,Yes
BSNL374131,Telangana,Postpaid,3G,Monthly,2,717.12,1601.96,23.5,1274,1,1,No
BSNL341317,Maharashtra,Postpaid,4G,Two Year,29,966.99,28093.01,27.47,707,2,1,No
BSNL197557,Tamil Nadu,Prepaid,3G,Monthly,67,296.14,19768.09,42.43,590,0,0,No
BSNL862296,Kerala,Postpaid,None,Monthly,17,693.92,11608.47,33.82,1331,0,0,No
BSNL705494,Telangana,Prepaid,4G,Monthly,51,1108.03,56627.1,34.7,854,2,1,No
BSNL286730,Maharashtra,Prepaid,Broadband,Monthly,23,602.29,13954.17,31.77,508,2,1,Yes
BSNL664153,Telangana,Prepaid,Broadband,Monthly,41,980.59,40051.17,15.77,486,0,2,No
BSNL824556,Andhra Pradesh,Postpaid,4G,Monthly,19,699.51,13208.45,16.36,515,0,0,No
BSNL909974,Tamil Nadu,Prepaid,3G,Monthly,2,790.59,1642.29,24.93,802,0,0,No
BSNL421071,Kerala,Prepaid,4G,Monthly,57,388.96,22281.73,17.5,685,2,1,No
BSNL302739,Telangana,Prepaid,3G,Monthly,43,913.18,39241.36,7.01,420,1,5,Yes
BSNL455833,Telangana,Prepaid,Broadband,Annual,44,177.24,7795.69,28.56,72,0,0,No
BSNL678153,Karnataka,Postpaid,4G,Monthly,9,941.74,8366.59,4.83,326,3,1,Yes
BSNL250665,Maharashtra,Postpaid,4G,Monthly,8,907.33,7319.08,15.37,1285,0,0,No
BSNL859107,Tamil Nadu,Prepaid,Broadband,Annual,55,439.07,24321.28,45.18,1633,1,4,Yes
BSNL190728,Maharashtra,Prepaid,4G,Annual,68,932.07,63310.14,8.46,1552,1,1,No
BSNL669459,Telangana,Postpaid,4G,Two Year,34,645.43,22097.39,11.29,437,3,4,Yes
BSNL432910,Karnataka,Prepaid,3G,Monthly,64,990.73,63267.77,9.06,558,0,1,No
BSNL192226,Tamil Nadu,Prepaid,4G,Two Year,36,517.09,18810.35,47.13,750,6,1,Yes
BSNL193371,Tamil Nadu,Prepaid,4G,Two Year,66,641.83,42246.4,16.36,147,2,1,No
BSNL400217,Maharashtra,Postpaid,Broadband,Two Year,2,708.61,1363.87,44.48,1933,3,1,Yes
BSNL413672,Andhra Pradesh,Postpaid,4G,Monthly,38,209.47,8132.09,17.45,190,0,1,No
BSNL337546,Andhra Pradesh,Prepaid,3G,Monthly,41,1091.06,44757.23,9.05,1315,1,0,No
BSNL767907,Karnataka,Prepaid,4G,Two Year,34,253.21,8478.91,12.96,307,1,1,No
BSNL738680,Karnataka,Prepaid,None,Monthly,23,164.47,3702.17,23.69,54,5,1,Yes
BSNL944279,Kerala,Postpaid,4G,Monthly,23,216.92,5036.04,8.55,1621,7,3,Yes
BSNL679971,Andhra Pradesh,Postpaid,None,Monthly,6,1096.11,6514.92,15.79,451,1,0,No
BSNL359199,Andhra Pradesh,Postpaid,4G,Monthly,13,183.43,2559.33,25.43,370,0,0,No
BSNL481915,Andhra Pradesh,Prepaid,4G,Monthly,10,766.24,7674.51,25.61,1737,2,2,Yes
BSNL238426,Kerala,Prepaid,None,Two Year,48,846.24,40482.36,4.9,1038,0,2,No
BSNL684951,Maharashtra,Prepaid,4G,Monthly,38,349.2,13366.68,37.85,1204,0,2,No
BSNL331374,Tamil Nadu,Postpaid,3G,Annual,32,1073.14,34412.54,26.46,362,0,0,No
BSNL731660,Kerala,Prepaid,None,Monthly,36,816.45,29314.4,2.88,822,0,1,No
BSNL343275,Kerala,Postpaid,4G,Monthly,38,1056.32,39952.7,39.47,287,0,0,No
BSNL777604,Tamil Nadu,Prepaid,4G,Monthly,69,303.42,20998.15,30.52,1964,1,0,Yes
BSNL233000,Kerala,Prepaid,4G,Monthly,9,593.57,5280.26,7.19,1832,1,3,Yes
BSNL538609,Kerala,Prepaid,3G,Monthly,12,632.43,7436.96,41.79,1236,2,2,No
BSNL336029,Tamil Nadu,Postpaid,4G,Monthly,10,1119.8,11146.87,39.68,486,0,0,No
BSNL882701,Karnataka,Prepaid,Broadband,Monthly,22,643.71,14298.66,18.83,1565,0,1,No
BSNL297450,Tamil Nadu,Postpaid,4G,Monthly,5,179.37,1053.0,47.83,899,2,4,Yes
BSNL116905,Andhra Pradesh,Prepaid,Broadband,Monthly,63,548.69,34577.58,33.17,1646,0,1,No
BSNL540550,Maharashtra,Postpaid,None,Monthly,48,767.51,36987.37,7.65,324,3,1,Yes
BSNL836294,Andhra Pradesh,Postpaid,4G,Annual,7,783.23,5484.49,37.96,720,1,1,No
BSNL475382,Tamil Nadu,Postpaid,Broadband,Monthly,25,800.29,19983.32,20.85,1565,2,2,Yes
BSNL284226,Kerala,Prepaid,3G,Monthly,62,945.38,58556.37,20.08,1110,1,1,No
BSNL115916,Tamil Nadu,Prepaid,Broadband,Two Year,47,335.26,15805.86,43.23,1760,1,0,Yes
BSNL175461,Telangana,Postpaid,4G,Monthly,6,568.48,3472.77,17.72,1428,2,0,No
BSNL923553,Andhra Pradesh,Prepaid,4G,Monthly,49,320.31,15503.65,15.35,285,4,2,Yes
BSNL955953,Karnataka,Prepaid,3G,Monthly,70,944.14,66017.08,39.69,1656,0,0,No
BSNL588235,Andhra Pradesh,Prepaid,3G,Monthly,55,461.29,25305.37,15.99,1774,1,3,Yes
BSNL836941,Andhra Pradesh,Prepaid,4G,Monthly,3,166.84,611.7,16.62,1896,1,1,No
BSNL621872,Tamil Nadu,Prepaid,Broadband,Monthly,61,202.34,12350.51,24.1,839,2,2,Yes
BSNL573831,Telangana,Prepaid,3G,Annual,44,428.12,18948.09,7.71,561,2,1,Yes
BSNL357823,Telangana,Postpaid,3G,Monthly,68,303.54,20603.55,8.41,674,1,1,No
BSNL114765,Karnataka,Postpaid,4G,Monthly,34,416.64,14360.88,20.68,1544,1,1,No
BSNL467306,Maharashtra,Prepaid,None,Monthly,34,228.51,7853.32,28.01,1974,5,2,Yes
BSNL870548,Tamil Nadu,Prepaid,4G,Monthly,66,580.65,38171.54,17.62,598,1,0,No
BSNL571609,Telangana,Prepaid,4G,Monthly,38,231.27,8924.44,10.26,465,3,1,Yes
BSNL303721,Tamil Nadu,Prepaid,4G,Monthly,41,1067.86,43854.35,21.11,470,2,0,No
BSNL137772,Tamil Nadu,Postpaid,4G,Monthly,33,978.56,32302.76,23.02,1458,4,3,Yes
BSNL300093,Karnataka,Prepaid,Broadband,Monthly,55,914.36,50263.44,19.89,626,1,1,Yes
BSNL992485,Maharashtra,Prepaid,3G,Two Year,42,300.89,12518.87,10.53,1240,0,0,No
BSNL731132,Maharashtra,Prepaid,4G,Monthly,52,865.88,44904.09,35.04,140,2,1,Yes
BSNL555794,Andhra Pradesh,Postpaid,3G,Annual,61,262.71,15978.91,49.97,940,1,0,No
BSNL962071,Kerala,Prepaid,4G,Monthly,29,1085.58,31286.39,1.82,1023,0,0,No
BSNL982424,Andhra Pradesh,Prepaid,3G,Annual,53,868.17,46119.25,19.67,1618,3,3,No
BSNL812655,Andhra Pradesh,Postpaid,None,Monthly,41,278.6,11447.09,22.52,1935,1,1,No
BSNL161984,Karnataka,Postpaid,Broadband,Two Year,42,811.72,34155.92,21.23,289,1,1,No
BSNL187777,Telangana,Prepaid,4G,Two Year,8,556.35,4347.08,48.63,584,2,0,Yes
BSNL887380,Andhra Pradesh,Prepaid,3G,Two Year,42,766.2,31987.26,37.13,496,0,1,Yes
BSNL927747,Kerala,Postpaid,None,Monthly,37,598.5,21979.07,21.23,1222,0,1,No
BSNL628858,Maharashtra,Prepaid,3G,Monthly,39,450.59,17567.06,38.15,503,1,1,No
BSNL793568,Telangana,Prepaid,3G,Two Year,65,217.89,14012.31,5.19,1231,1,0,No
BSNL468184,Andhra Pradesh,Postpaid,3G,Monthly,33,685.44,22816.49,32.2,1562,2,0,No
BSNL620407,Andhra Pradesh,Prepaid,4G,Annual,56,856.13,48090.45,36.53,935,0,0,No
BSNL176523,Kerala,Postpaid,Broadband,Monthly,17,707.29,12207.87,20.68,991,1,0,No
BSNL251894,Kerala,Postpaid,4G,Two Year,46,848.27,39218.35,30.15,1120,2,0,No
BSNL900093,Telangana,Postpaid,3G,Monthly,56,630.64,35487.39,41.42,94,2,1,No
BSNL224116,Andhra Pradesh,Postpaid,4G,Monthly,59,977.3,57757.49,46.15,384,1,1,No
BSNL467738,Kerala,Prepaid,3G,Annual,4,952.67,3851.27,16.15,342,2,0,No
BSNL851605,Kerala,Postpaid,4G,Monthly,56,1029.43,57532.6,42.08,1612,0,0,No
BSNL831058,Tamil Nadu,Prepaid,4G,Two Year,53,242.86,12832.53,31.68,1304,1,0,No
BSNL410890,Karnataka,Postpaid,4G,Monthly,31,1047.95,32605.33,39.08,244,0,0,No
BSNL789563,Kerala,Prepaid,Broadband,Monthly,9,628.42,5582.89,39.49,878,0,3,Yes
BSNL302348,Telangana,Prepaid,4G,Monthly,19,1189.18,22405.28,31.83,528,2,0,No
BSNL451541,Kerala,Prepaid,4G,Annual,16,897.55,14467.23,20.95,1229,4,1,Yes
BSNL693308,Andhra Pradesh,Postpaid,4G,Annual,27,184.43,4999.98,31.83,1968,1,1,No
BSNL787519,Andhra Pradesh,Prepaid,3G,Monthly,2,233.45,560.8,49.4,1314,0,2,Yes
BSNL190570,Maharashtra,Prepaid,4G,Monthly,29,970.11,28296.59,4.89,1822,5,1,Yes
BSNL124651,Karnataka,Prepaid,4G,Two Year,67,1153.52,77286.13,38.48,1751,0,1,No
BSNL862180,Telangana,Prepaid,3G,Annual,62,564.56,35132.57,29.51,825,2,2,Yes
BSNL768943,Tamil Nadu,Prepaid,4G,Monthly,27,593.21,15838.1,42.21,1403,1,0,No
BSNL563233,Karnataka,Prepaid,4G,Annual,63,224.04,14000.68,15.06,1315,6,4,Yes
BSNL662482,Tamil Nadu,Prepaid,4G,Two Year,69,567.13,39152.03,27.22,86,1,0,No
BSNL103092,Telangana,Prepaid,Broadband,Monthly,28,1080.44,30054.59,22.53,1244,5,4,Yes
BSNL703115,Karnataka,Prepaid,3G,Annual,70,172.99,12132.89,2.6,144,2,0,No
BSNL698554,Tamil Nadu,Prepaid,Broadband,Monthly,15,575.11,8654.63,22.24,74,7,0,Yes
BSNL777427,Andhra Pradesh,Prepaid,Broadband,Annual,23,799.83,18492.85,46.22,856,0,0,No
BSNL825975,Maharashtra,Prepaid,Broadband,Annual,6,191.76,1211.39,12.97,1793,1,0,No
BSNL213417,Tamil Nadu,Prepaid,4G,Monthly,63,960.41,60590.66,28.65,139,2,0,No
BSNL173523,Kerala,Postpaid,Broadband,Monthly,20,514.31,10474.87,24.21,1273,1,0,No
BSNL418586,Tamil Nadu,Prepaid,4G,Monthly,63,1015.11,64074.98,21.64,1133,0,0,No
BSNL196840,Maharashtra,Prepaid,Broadband,Monthly,35,710.5,24963.69,9.42,715,3,2,Yes
BSNL758288,Tamil Nadu,Prepaid,4G,Monthly,46,541.98,25042.87,20.03,1379,0,0,No
BSNL630261,Kerala,Postpaid,Broadband,Two Year,35,176.21,6138.5,44.58,1866,1,4,Yes
BSNL114250,Andhra Pradesh,Prepaid,4G,Monthly,50,157.89,7938.38,43.4,1381,0,1,No
BSNL447793,Andhra Pradesh,Postpaid,None,Monthly,28,278.5,7815.68,15.89,246,0,0,No
BSNL322532,Maharashtra,Prepaid,None,Annual,61,575.56,35266.63,23.4,755,0,1,No
BSNL107102,Telangana,Postpaid,3G,Annual,5,191.6,855.67,35.11,1137,1,2,No
BSNL618305,Andhra Pradesh,Prepaid,4G,Annual,21,912.97,19362.29,15.1,1693,0,1,No
BSNL873731,Kerala,Postpaid,4G,Monthly,13,1143.54,14990.39,18.62,1666,0,3,Yes
BSNL125841,Maharashtra,Postpaid,4G,Two Year,22,648.89,14402.23,38.67,289,0,0,No
BSNL327399,Karnataka,Prepaid,4G,Monthly,15,888.92,13308.1,7.74,293,3,0,No
BSNL231237,Maharashtra,Prepaid,4G,Monthly,9,832.09,7582.96,30.7,1595,2,0,No
BSNL899236,Andhra Pradesh,Prepaid,3G,Two Year,6,603.96,3585.71,9.87,1979,1,4,Yes
BSNL436810,Telangana,Prepaid,3G,Two Year,24,626.22,15008.18,29.44,645,2,0,No
BSNL341269,Andhra Pradesh,Prepaid,4G,Monthly,7,200.14,1441.03,34.06,329,0,0,No
BSNL710165,Andhra Pradesh,Postpaid,None,Annual,13,780.26,10208.66,29.04,1659,2,0,No
BSNL971055,Tamil Nadu,Prepaid,3G,Annual,38,876.59,33472.17,29.43,1337,3,0,No
BSNL289244,Tamil Nadu,Postpaid,3G,Monthly,48,673.67,32161.0,35.77,568,2,1,No
BSNL862652,Telangana,Prepaid,4G,Annual,1,790.3,752.94,4.94,920,1,0,No
BSNL303744,Telangana,Postpaid,4G,Monthly,39,185.12,7034.41,7.96,1184,5,0,No
BSNL409602,Maharashtra,Prepaid,Broadband,Monthly,35,717.44,25256.42,39.17,1916,0,1,No
BSNL141227,Kerala,Prepaid,4G,Monthly,50,987.79,49372.59,43.35,1948,2,1,No
BSNL270286,Tamil Nadu,Prepaid,4G,Monthly,68,1144.1,77669.63,30.96,1578,1,0,No
BSNL992425,Tamil Nadu,Prepaid,3G,Monthly,28,471.31,13279.03,23.51,1299,2,0,No
BSNL928537,Tamil Nadu,Prepaid,4G,Annual,40,647.7,25904.25,34.11,1981,5,1,Yes
BSNL871560,Maharashtra,Postpaid,4G,Monthly,41,157.44,6470.17,44.43,67,3,0,No
BSNL101720,Karnataka,Prepaid,4G,Monthly,33,175.38,5645.77,13.76,780,0,0,No
BSNL391376,Maharashtra,Prepaid,3G,Two Year,15,597.95,8933.48,19.28,208,1,2,No
BSNL540856,Tamil Nadu,Prepaid,4G,Two Year,61,516.15,31544.0,8.9,560,1,1,No
BSNL369677,Karnataka,Prepaid,4G,Monthly,32,281.71,9106.27,38.9,1512,2,1,No
BSNL897968,Karnataka,Prepaid,Broadband,Monthly,64,1146.94,73205.35,6.63,1512,2,1,Yes
BSNL318631,Maharashtra,Prepaid,4G,Monthly,26,1188.27,30740.14,22.61,1475,0,0,No
BSNL408432,Karnataka,Postpaid,3G,Annual,62,391.49,24417.65,45.58,1915,2,5,Yes
BSNL583967,Andhra Pradesh,Prepaid,4G,Annual,18,813.46,14672.23,3.57,794,0,0,No
BSNL491989,Tamil Nadu,Prepaid,Broadband,Monthly,67,1134.13,75936.33,27.98,1677,0,0,No
BSNL439837,Maharashtra,Prepaid,Broadband,Monthly,60,829.13,49873.48,44.67,1360,2,0,No
BSNL823977,Karnataka,Prepaid,3G,Two Year,48,519.51,24760.5,28.91,317,2,0,No
BSNL252574,Andhra Pradesh,Prepaid,3G,Two Year,28,996.02,27940.86,41.6,365,0,0,No
BSNL691403,Andhra Pradesh,Prepaid,4G,Annual,53,581.91,30858.27,19.21,1562,0,0,No
BSNL981882,Tamil Nadu,Prepaid,Broadband,Monthly,15,691.16,10216.04,39.04,1131,2,1,No
BSNL884914,Maharashtra,Postpaid,4G,Monthly,24,821.7,19651.59,20.87,292,1,0,No
BSNL203436,Maharashtra,Prepaid,4G,Monthly,19,347.88,6569.98,16.3,1137,2,0,No
BSNL898707,Andhra Pradesh,Postpaid,3G,Annual,52,841.63,43693.15,32.48,731,1,0,No
BSNL548682,Andhra Pradesh,Postpaid,Broadband,Monthly,7,958.62,6828.55,24.5,1038,2,0,No
BSNL852164,Andhra Pradesh,Prepaid,4G,Monthly,14,749.55,10354.98,17.29,115,1,0,No
BSNL610209,Andhra Pradesh,Prepaid,4G,Two Year,46,794.31,36573.69,47.18,1898,6,1,Yes
BSNL443147,Karnataka,Postpaid,3G,Two Year,47,198.52,9356.51,43.01,440,3,2,No
BSNL546480,Kerala,Prepaid,3G,Annual,52,183.48,9597.36,32.94,699,1,1,No
BSNL534910,Karnataka,Postpaid,None,Annual,11,194.2,1996.68,47.57,1294,1,0,No
BSNL955444,Andhra Pradesh,Postpaid,4G,Monthly,54,851.67,45980.16,30.71,1952,6,4,Yes
BSNL696241,Kerala,Prepaid,3G,Monthly,39,922.78,36180.38,7.53,803,0,0,No
BSNL658224,Telangana,Prepaid,None,Annual,38,718.65,27121.91,47.12,757,0,0,No
BSNL415923,Maharashtra,Postpaid,4G,Monthly,6,458.85,2602.73,30.73,775,2,2,Yes
BSNL276337,Kerala,Prepaid,4G,Monthly,48,785.65,37886.32,46.46,1057,1,1,No
BSNL767393,Tamil Nadu,Prepaid,3G,Monthly,33,966.87,31721.11,16.65,1813,2,1,No
BSNL226235,Telangana,Prepaid,4G,Monthly,43,614.01,26496.59,44.17,1198,2,0,No
BSNL664885,Andhra Pradesh,Prepaid,4G,Two Year,69,706.97,48935.65,18.26,757,1,1,Yes
BSNL932694,Karnataka,Prepaid,3G,Annual,69,951.93,65625.63,10.03,1270,2,4,Yes
BSNL360155,Kerala,Postpaid,4G,Annual,36,461.77,16750.39,14.13,717,4,0,Yes
BSNL802022,Telangana,Prepaid,4G,Monthly,51,266.55,13530.27,42.89,1266,1,0,No
BSNL245031,Tamil Nadu,Prepaid,3G,Monthly,50,552.12,27726.72,8.54,458,1,1,Yes
BSNL205808,Kerala,Prepaid,Broadband,Monthly,34,1082.7,36731.81,47.25,1729,6,1,Yes
BSNL886842,Tamil Nadu,Prepaid,4G,Monthly,1,1178.57,1053.32,1.76,175,0,0,No
BSNL722168,Andhra Pradesh,Postpaid,4G,Monthly,12,194.83,2195.62,39.2,1943,3,1,Yes
BSNL826681,Telangana,Postpaid,None,Monthly,38,521.61,19670.3,39.04,1585,0,0,No
BSNL276626,Telangana,Postpaid,3G,Annual,14,1142.51,16081.22,44.92,1437,0,0,No
BSNL493679,Tamil Nadu,Postpaid,Broadband,Monthly,71,794.01,56264.37,29.54,634,2,5,Yes
BSNL536200,Telangana,Postpaid,3G,Annual,28,548.5,15412.74,8.31,1140,1,0,No
BSNL462577,Tamil Nadu,Postpaid,3G,Two Year,7,1149.03,7886.31,42.6,1283,0,1,No
BSNL966995,Tamil Nadu,Postpaid,4G,Annual,26,530.51,13826.77,45.1,501,2,1,Yes
BSNL649956,Maharashtra,Prepaid,3G,Annual,62,516.47,32171.39,10.32,782,1,2,No
BSNL644029,Tamil Nadu,Postpaid,4G,Two Year,8,1095.57,8681.56,28.7,1837,3,0,No
BSNL221586,Maharashtra,Prepaid,4G,Monthly,41,583.45,24034.49,17.14,373,2,0,No
BSNL141578,Kerala,Prepaid,Broadband,Monthly,51,251.3,12648.27,24.83,1806,3,3,Yes
BSNL525043,Tamil Nadu,Prepaid,Broadband,Two Year,30,796.63,24047.22,18.94,1769,4,2,Yes
BSNL750598,Kerala,Postpaid,None,Monthly,58,554.13,32334.25,18.22,1451,1,4,Yes
BSNL157238,Maharashtra,Prepaid,3G,Annual,6,1134.92,6696.16,6.46,607,4,1,Yes
BSNL840678,Maharashtra,Prepaid,4G,Annual,40,598.58,23905.47,12.57,316,1,2,Yes
BSNL635162,Maharashtra,Prepaid,None,Monthly,37,411.02,15389.74,28.67,58,1,1,No
BSNL756507,Karnataka,Postpaid,4G,Two Year,5,1150.22,5595.88,16.61,324,1,0,No
BSNL764461,Maharashtra,Postpaid,Broadband,Two Year,66,635.69,41957.09,6.06,464,2,1,No
BSNL426678,Andhra Pradesh,Prepaid,Broadband,Two Year,68,345.25,23638.23,35.8,1801,0,1,No
BSNL593880,Andhra Pradesh,Prepaid,None,Monthly,29,1169.01,33944.65,33.8,1433,1,0,No
BSNL101383,Tamil Nadu,Postpaid,3G,Monthly,6,782.57,4671.63,3.95,556,3,0,No
BSNL406682,Telangana,Postpaid,4G,Monthly,39,656.54,25564.73,4.98,148,1,0,No
BSNL909030,Telangana,Prepaid,4G,Monthly,25,1013.52,25492.97,21.67,110,0,1,No
BSNL591517,Tamil Nadu,Prepaid,Broadband,Monthly,62,561.39,34905.81,12.12,1431,2,0,No
BSNL165658,Kerala,Prepaid,4G,Monthly,67,774.47,51713.62,15.05,335,6,2,Yes
BSNL351970,Kerala,Prepaid,4G,Annual,22,603.83,13419.95,43.5,1355,5,2,Yes
BSNL909843,Kerala,Postpaid,Broadband,Monthly,21,406.73,8525.19,23.08,1924,0,0,No
BSNL558466,Maharashtra,Postpaid,4G,Monthly,59,642.02,37844.67,8.86,1307,3,0,No
BSNL983662,Kerala,Prepaid,4G,Two Year,45,983.97,44235.52,36.75,1578,2,1,Yes
BSNL615047,Tamil Nadu,Postpaid,None,Monthly,21,493.14,10529.31,1.6,517,1,1,Yes
BSNL991714,Andhra Pradesh,Prepaid,4G,Two Year,10,570.54,5790.75,25.27,343,1,2,Yes
BSNL939726,Karnataka,Postpaid,4G,Monthly,71,285.23,20163.13,32.02,1075,0,1,No
BSNL866408,Telangana,Postpaid,4G,Monthly,57,207.65,11826.27,44.12,398,0,0,No
BSNL415650,Karnataka,Postpaid,4G,Monthly,24,1062.71,25513.53,37.25,1006,7,1,Yes
BSNL182856,Tamil Nadu,Prepaid,4G,Annual,50,1179.9,59115.22,30.11,1124,1,0,No
BSNL149445,Tamil Nadu,Prepaid,4G,Two Year,32,1044.36,33451.98,25.81,1906,0,0,No
BSNL720441,Tamil Nadu,Prepaid,Broadband,Two Year,48,359.43,17389.63,42.28,527,3,0,No
BSNL575721,Tamil Nadu,Prepaid,Broadband,Monthly,29,459.77,13516.54,40.64,128,2,1,Yes
BSNL726466,Kerala,Postpaid,4G,Annual,18,1158.96,20848.0,42.06,333,2,4,Yes
BSNL500131,Andhra Pradesh,Prepaid,4G,Monthly,11,979.34,10687.89,37.76,1460,4,3,Yes
BSNL699158,Maharashtra,Prepaid,4G,Annual,10,601.88,5823.09,42.09,757,4,3,Yes
BSNL659287,Karnataka,Prepaid,4G,Two Year,7,424.59,3155.35,49.78,770,0,0,No
BSNL338187,Karnataka,Prepaid,3G,Monthly,50,802.15,40180.7,21.99,1386,2,2,No
BSNL899892,Andhra Pradesh,Postpaid,Broadband,Monthly,44,615.85,27017.82,19.31,211,0,0,No
BSNL441913,Karnataka,Prepaid,4G,Monthly,9,1103.87,9856.47,31.68,1967,1,1,Yes
BSNL692665,Kerala,Prepaid,4G,Monthly,56,1057.6,59293.39,19.18,721,4,3,Yes
BSNL260896,Telangana,Prepaid,3G,Monthly,29,361.48,10340.1,49.63,322,0,1,No
BSNL608639,Kerala,Prepaid,Broadband,Monthly,33,264.97,8710.95,33.13,1101,0,0,No
BSNL927755,Maharashtra,Prepaid,4G,Monthly,30,494.27,14647.1,31.2,549,1,0,No
BSNL140326,Kerala,Prepaid,3G,Annual,56,1196.48,67061.81,46.71,441,6,1,Yes
BSNL974247,Kerala,Prepaid,4G,Monthly,17,821.61,14042.35,8.88,1478,1,0,No
BSNL498446,Karnataka,Prepaid,3G,Monthly,47,990.06,46672.66,3.14,892,2,1,Yes
BSNL543138,Tamil Nadu,Prepaid,4G,Two Year,7,898.21,6151.84,24.93,1148,1,0,No
BSNL153569,Andhra Pradesh,Prepaid,4G,Monthly,11,359.97,3925.44,30.45,105,2,1,Yes
BSNL583081,Telangana,Prepaid,4G,Monthly,62,332.75,20660.11,21.94,1065,2,0,No
BSNL908230,Maharashtra,Prepaid,None,Annual,22,842.74,18364.82,48.91,644,1,0,No
BSNL228787,Andhra Pradesh,Prepaid,4G,Two Year,53,827.13,43930.78,4.5,534,0,0,No
BSNL882273,Telangana,Prepaid,4G,Two Year,29,662.6,19239.26,42.5,269,0,0,No
BSNL494682,Tamil Nadu,Postpaid,4G,Annual,41,678.78,27639.03,33.5,889,3,2,Yes
BSNL672260,Tamil Nadu,Prepaid,3G,Annual,41,228.11,9271.4,26.91,1475,0,0,No
BSNL948253,Kerala,Postpaid,4G,Monthly,59,731.05,43316.72,16.35,689,0,0,No
BSNL931190,Kerala,Postpaid,Broadband,Monthly,7,1049.46,7422.79,45.8,76,4,1,Yes
BSNL156139,Maharashtra,Prepaid,4G,Monthly,26,165.7,4477.79,12.22,1798,7,2,Yes
BSNL674988,Telangana,Postpaid,Broadband,Monthly,52,651.53,33740.16,9.48,900,4,1,Yes
BSNL899073,Maharashtra,Prepaid,3G,Monthly,16,588.18,9446.13,46.1,1519,0,2,No
BSNL808662,Karnataka,Postpaid,4G,Monthly,47,1128.55,52884.74,42.4,836,3,3,Yes
BSNL252018,Telangana,Prepaid,3G,Two Year,19,1168.46,22233.19,22.06,1590,5,1,Yes
BSNL982401,Telangana,Prepaid,4G,Monthly,4,503.95,2086.81,31.53,1181,1,3,Yes
BSNL246007,Tamil Nadu,Postpaid,Broadband,Monthly,68,1088.06,73983.2,45.77,1643,0,2,No
BSNL768999,Andhra Pradesh,Postpaid,4G,Monthly,23,369.25,8446.55,18.68,324,1,1,No
BSNL680421,Telangana,Prepaid,3G,Monthly,42,431.27,18128.14,29.46,818,0,0,No
BSNL156377,Maharashtra,Prepaid,4G,Monthly,18,759.37,13604.91,4.57,125,0,1,No
BSNL150349,Maharashtra,Prepaid,4G,Monthly,11,342.71,3966.91,42.85,1913,2,0,No
BSNL889959,Tamil Nadu,Prepaid,Broadband,Two Year,18,652.93,11938.14,27.31,1997,1,0,No
BSNL179258,Andhra Pradesh,Prepaid,3G,Monthly,33,281.22,9404.98,5.08,828,0,1,No
BSNL848367,Karnataka,Prepaid,3G,Monthly,5,1117.27,5531.01,33.86,756,3,2,Yes
BSNL454168,Tamil Nadu,Prepaid,3G,Annual,16,1018.52,16378.24,8.11,680,2,1,Yes
BSNL774029,Telangana,Postpaid,4G,Annual,59,988.71,58466.46,31.82,1502,3,2,Yes
BSNL390478,Karnataka,Prepaid,None,Annual,49,816.53,39949.19,7.45,386,1,0,No
BSNL962246,Tamil Nadu,Prepaid,3G,Monthly,27,1140.02,30676.98,46.99,585,0,0,No
BSNL900266,Telangana,Prepaid,3G,Monthly,61,1086.38,66110.75,36.32,1586,0,0,No
BSNL558301,Telangana,Prepaid,4G,Monthly,15,755.98,11166.05,15.78,1180,3,3,Yes
BSNL405929,Kerala,Postpaid,3G,Monthly,18,948.68,16923.29,14.8,1691,2,0,No
BSNL100096,Karnataka,Prepaid,Broadband,Monthly,13,1059.62,13635.2,19.91,1069,2,0,No
BSNL726866,Tamil Nadu,Postpaid,4G,Monthly,16,586.78,9507.81,22.75,1827,1,0,No
BSNL262558,Kerala,Postpaid,3G,Monthly,37,410.49,15255.42,2.39,415,4,5,Yes
BSNL560125,Maharashtra,Postpaid,4G,Monthly,24,795.57,19266.83,32.16,1943,3,1,Yes
BSNL310990,Maharashtra,Prepaid,Broadband,Monthly,31,534.83,16741.34,4.78,1058,0,1,No
BSNL783060,Telangana,Prepaid,4G,Annual,48,1132.9,54325.41,3.07,1491,5,2,Yes
BSNL310770,Andhra Pradesh,Prepaid,4G,Monthly,44,562.95,24878.62,44.59,1689,6,3,Yes
BSNL935312,Karnataka,Prepaid,None,Monthly,14,817.02,11347.04,37.1,1362,1,0,No
BSNL141523,Kerala,Prepaid,3G,Monthly,37,380.96,14238.93,36.43,1067,0,1,No
BSNL418002,Karnataka,Prepaid,3G,Monthly,17,364.84,6105.47,8.17,1575,4,5,Yes
BSNL360118,Kerala,Prepaid,Broadband,Monthly,14,679.57,9380.9,28.47,1562,1,0,No
BSNL747262,Tamil Nadu,Postpaid,4G,Annual,29,680.41,19863.27,15.42,1841,1,1,No
BSNL530225,Maharashtra,Postpaid,3G,Two Year,64,692.13,44452.4,3.83,431,1,1,No
